Torch version: 1.5, 1.5.0
dataset = cityscapes
ignore_label = 255
num_classes = 19
cv split val 2 ['train/monchengladbach', 'train/strasbourg', 'train/stuttgart']
mode val found 655 images
cn num_classes 19
cv split train 2 ['val/munster', 'val/lindau', 'val/frankfurt', 'train/aachen', 'train/bochum', 'train/bremen', 'train/cologne', 'train/darmstadt', 'train/dusseldorf', 'train/erfurt', 'train/hamburg', 'train/hanover', 'train/jena', 'train/krefeld', 'train/tubingen', 'train/ulm', 'train/weimar', 'train/zurich']
mode train found 2820 images
cn num_classes 19
Loading centroid file /var/tmp/fastseg-training/assets/uniform_centroids/cityscapes_cv2_tile1024.json
Found 19 centroids
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
Using Cross Entropy Loss
Trunk: mobilenetv3_small
Model params = 1.1M
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 0], [iter 1 / 176], [train main loss 6.299214], [lr 0.010000] [batchtime 0]
[epoch 79], [iter 30 / 176], [train main loss -2.153397], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 31 / 176], [train main loss -2.188245], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 32 / 176], [train main loss -2.234006], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 33 / 176], [train main loss -2.267781], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 34 / 176], [train main loss -2.243111], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 35 / 176], [train main loss -2.241606], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 36 / 176], [train main loss -2.222470], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 37 / 176], [train main loss -2.175094], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 38 / 176], [train main loss -2.099206], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 39 / 176], [train main loss -2.010304], [lr 0.005486] [batchtime 0.411]
[epoch 79], [iter 40 / 176], [train main loss -2.061522], [lr 0.005486] [batchtime 0.411]
[epoch 79], [iter 41 / 176], [train main loss -2.054421], [lr 0.005486] [batchtime 0.411]
[epoch 79], [iter 42 / 176], [train main loss -2.065326], [lr 0.005486] [batchtime 0.41]
[epoch 79], [iter 43 / 176], [train main loss -2.047409], [lr 0.005486] [batchtime 0.41]
[epoch 79], [iter 44 / 176], [train main loss -2.040558], [lr 0.005486] [batchtime 0.41]
[epoch 79], [iter 45 / 176], [train main loss -1.981516], [lr 0.005486] [batchtime 0.41]
[epoch 79], [iter 46 / 176], [train main loss -1.998052], [lr 0.005486] [batchtime 0.409]
[epoch 79], [iter 47 / 176], [train main loss -2.032517], [lr 0.005486] [batchtime 0.409]
[epoch 79], [iter 48 / 176], [train main loss -2.075146], [lr 0.005486] [batchtime 0.409]
[epoch 79], [iter 49 / 176], [train main loss -2.082978], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 50 / 176], [train main loss -2.074128], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 51 / 176], [train main loss -2.020022], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 52 / 176], [train main loss -2.055203], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 53 / 176], [train main loss -2.066409], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 54 / 176], [train main loss -2.104375], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 55 / 176], [train main loss -2.125656], [lr 0.005486] [batchtime 0.408]
[epoch 79], [iter 56 / 176], [train main loss -2.153608], [lr 0.005486] [batchtime 0.407]
[epoch 79], [iter 57 / 176], [train main loss -2.176776], [lr 0.005486] [batchtime 0.407]
[epoch 79], [iter 58 / 176], [train main loss -2.180457], [lr 0.005486] [batchtime 0.407]
[epoch 79], [iter 59 / 176], [train main loss -2.177174], [lr 0.005486] [batchtime 0.407]
[epoch 79], [iter 60 / 176], [train main loss -2.160856], [lr 0.005486] [batchtime 0.407]
[epoch 79], [iter 61 / 176], [train main loss -2.132925], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 62 / 176], [train main loss -2.119793], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 63 / 176], [train main loss -2.187821], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 64 / 176], [train main loss -2.134071], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 65 / 176], [train main loss -2.112628], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 66 / 176], [train main loss -2.149221], [lr 0.005486] [batchtime 0.406]
[epoch 79], [iter 67 / 176], [train main loss -2.149829], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 68 / 176], [train main loss -2.148785], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 69 / 176], [train main loss -2.119286], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 70 / 176], [train main loss -2.090008], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 71 / 176], [train main loss -2.081705], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 72 / 176], [train main loss -2.065199], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 73 / 176], [train main loss -2.091942], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 74 / 176], [train main loss -2.089985], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 75 / 176], [train main loss -2.106860], [lr 0.005486] [batchtime 0.405]
[epoch 79], [iter 76 / 176], [train main loss -2.099164], [lr 0.005486] [batchtime 0.42]
[epoch 79], [iter 77 / 176], [train main loss -2.078940], [lr 0.005486] [batchtime 0.424]
[epoch 79], [iter 78 / 176], [train main loss -2.063715], [lr 0.005486] [batchtime 0.423]
[epoch 79], [iter 79 / 176], [train main loss -2.039763], [lr 0.005486] [batchtime 0.423]
[epoch 79], [iter 80 / 176], [train main loss -2.039245], [lr 0.005486] [batchtime 0.423]
[epoch 79], [iter 81 / 176], [train main loss -2.020352], [lr 0.005486] [batchtime 0.422]
[epoch 79], [iter 82 / 176], [train main loss -2.024345], [lr 0.005486] [batchtime 0.422]
[epoch 79], [iter 83 / 176], [train main loss -2.020679], [lr 0.005486] [batchtime 0.422]
[epoch 79], [iter 84 / 176], [train main loss -2.019587], [lr 0.005486] [batchtime 0.421]
[epoch 79], [iter 85 / 176], [train main loss -2.018460], [lr 0.005486] [batchtime 0.421]
[epoch 79], [iter 86 / 176], [train main loss -2.026101], [lr 0.005486] [batchtime 0.42]
[epoch 79], [iter 87 / 176], [train main loss -2.032041], [lr 0.005486] [batchtime 0.42]
[epoch 79], [iter 88 / 176], [train main loss -2.011686], [lr 0.005486] [batchtime 0.419]
[epoch 79], [iter 89 / 176], [train main loss -1.984282], [lr 0.005486] [batchtime 0.419]
[epoch 79], [iter 90 / 176], [train main loss -1.990007], [lr 0.005486] [batchtime 0.419]
[epoch 79], [iter 91 / 176], [train main loss -1.990869], [lr 0.005486] [batchtime 0.419]
[epoch 79], [iter 92 / 176], [train main loss -1.975859], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 93 / 176], [train main loss -1.992264], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 94 / 176], [train main loss -1.985465], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 95 / 176], [train main loss -1.998200], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 96 / 176], [train main loss -1.990220], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 97 / 176], [train main loss -1.983533], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 98 / 176], [train main loss -2.018452], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 99 / 176], [train main loss -2.021347], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 100 / 176], [train main loss -2.035858], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 101 / 176], [train main loss -1.997362], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 102 / 176], [train main loss -2.007802], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 103 / 176], [train main loss -2.011290], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 104 / 176], [train main loss -2.006944], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 105 / 176], [train main loss -2.016629], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 106 / 176], [train main loss -2.017181], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 107 / 176], [train main loss -1.997674], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 108 / 176], [train main loss -1.984579], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 109 / 176], [train main loss -1.981920], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 110 / 176], [train main loss -1.973052], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 111 / 176], [train main loss -1.979152], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 112 / 176], [train main loss -1.972959], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 113 / 176], [train main loss -1.976066], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 114 / 176], [train main loss -1.960471], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 115 / 176], [train main loss -1.958886], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 116 / 176], [train main loss -1.950205], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 117 / 176], [train main loss -1.939839], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 118 / 176], [train main loss -1.920565], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 119 / 176], [train main loss -1.924151], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 120 / 176], [train main loss -1.932663], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 121 / 176], [train main loss -1.946991], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 122 / 176], [train main loss -1.958799], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 123 / 176], [train main loss -1.924932], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 124 / 176], [train main loss -1.929929], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 125 / 176], [train main loss -1.932652], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 126 / 176], [train main loss -1.965894], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 127 / 176], [train main loss -1.953759], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 128 / 176], [train main loss -1.936740], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 129 / 176], [train main loss -1.937090], [lr 0.005486] [batchtime 0.418]
[epoch 79], [iter 130 / 176], [train main loss -1.933147], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 131 / 176], [train main loss -1.922356], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 132 / 176], [train main loss -1.937861], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 133 / 176], [train main loss -1.929178], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 134 / 176], [train main loss -1.919420], [lr 0.005486] [batchtime 0.417]
[epoch 79], [iter 135 / 176], [train main loss -1.914260], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 136 / 176], [train main loss -1.920619], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 137 / 176], [train main loss -1.920227], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 138 / 176], [train main loss -1.916253], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 139 / 176], [train main loss -1.920385], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 140 / 176], [train main loss -1.916677], [lr 0.005486] [batchtime 0.416]
[epoch 79], [iter 141 / 176], [train main loss -1.920310], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 142 / 176], [train main loss -1.937573], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 143 / 176], [train main loss -1.927194], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 144 / 176], [train main loss -1.934052], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 145 / 176], [train main loss -1.944630], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 146 / 176], [train main loss -1.942979], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 147 / 176], [train main loss -1.946520], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 148 / 176], [train main loss -1.944021], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 149 / 176], [train main loss -1.943877], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 150 / 176], [train main loss -1.917920], [lr 0.005486] [batchtime 0.415]
[epoch 79], [iter 151 / 176], [train main loss -1.918112], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 152 / 176], [train main loss -1.903808], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 153 / 176], [train main loss -1.917604], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 154 / 176], [train main loss -1.914829], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 155 / 176], [train main loss -1.914543], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 156 / 176], [train main loss -1.922156], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 157 / 176], [train main loss -1.920322], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 158 / 176], [train main loss -1.906482], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 159 / 176], [train main loss -1.899639], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 160 / 176], [train main loss -1.905599], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 161 / 176], [train main loss -1.901474], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 162 / 176], [train main loss -1.901004], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 163 / 176], [train main loss -1.906008], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 164 / 176], [train main loss -1.910404], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 165 / 176], [train main loss -1.902916], [lr 0.005486] [batchtime 0.413]
[epoch 79], [iter 166 / 176], [train main loss -1.906614], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 167 / 176], [train main loss -1.914537], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 168 / 176], [train main loss -1.906900], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 169 / 176], [train main loss -1.902507], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 170 / 176], [train main loss -1.910444], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 171 / 176], [train main loss -1.922024], [lr 0.005486] [batchtime 0.412]
[epoch 79], [iter 172 / 176], [train main loss -1.924792], [lr 0.005486] [batchtime 0.414]
[epoch 79], [iter 173 / 176], [train main loss -1.942756], [lr 0.005486] [batchtime 0.424]
[epoch 79], [iter 174 / 176], [train main loss -1.943514], [lr 0.005486] [batchtime 0.423]
[epoch 79], [iter 175 / 176], [train main loss -1.927536], [lr 0.005486] [batchtime 0.423]
[epoch 79], [iter 176 / 176], [train main loss -1.936753], [lr 0.005486] [batchtime 0.423]
validating[Iter: 1 / 81]
validating[Iter: 21 / 81]
validating[Iter: 41 / 81]
validating[Iter: 61 / 81]
validating[Iter: 81 / 81]
IoU:
  Id  label            iU_1.0     TP      FP    FN    Precision    Recall
----  -------------  --------  -----  ------  ----  -----------  --------
   0  road              93.97  35.07    0.04  0.03         0.96      0.97
   1  sidewalk          67.03   5.56    0.18  0.31         0.84      0.76
   2  building          85.00  24.74    0.07  0.10         0.93      0.91
   3  wall              14.78   0.12    4.02  1.74         0.20      0.36
   4  fence             21.66   0.33    2.89  0.73         0.26      0.58
   5  pole              36.08   0.52    1.18  0.59         0.46      0.63
   6  traffic light     10.38   0.02    7.96  0.67         0.11      0.60
   7  traffic sign      15.02   0.09    5.37  0.29         0.16      0.78
   8  vegetation        81.55  11.61    0.06  0.16         0.94      0.86
   9  terrain           37.31   0.33    1.23  0.45         0.45      0.69
  10  sky               93.19   3.74    0.03  0.04         0.97      0.96
  11  person            44.38   0.82    0.86  0.39         0.54      0.72
  12  rider              6.80   0.01   12.04  1.66         0.08      0.38
  13  car               84.43   6.68    0.06  0.12         0.94      0.89
  14  truck              0.76   0.00  130.02  0.36         0.01      0.73
  15  bus               13.88   0.03    2.13  4.07         0.32      0.20
  16  train             31.45   0.06    1.88  0.30         0.35      0.77
  17  motorcycle         1.18   0.00   82.61  1.48         0.01      0.40
  18  bicycle           28.20   0.27    0.46  2.08         0.68      0.32
Mean: 40.37
-----------------------------------------------------------------------------------------------------------
this : [epoch 79], [val loss 0.33609], [acc 0.89994], [acc_cls 0.48448], [mean_iu 0.40371], [fwavacc 0.82858]
best : [epoch 76], [val loss 0.34459], [acc 0.90032], [acc_cls 0.49810], [mean_iu 0.40951], [fwavacc 0.82929]
-----------------------------------------------------------------------------------------------------------
Class Uniform Percentage: 0.5
Class Uniform items per Epoch: 2820
cls 0 len 5541
cls 1 len 4897
cls 2 len 5357
cls 3 len 1268
cls 4 len 1537
cls 5 len 5398
cls 6 len 2703
cls 7 len 4610
cls 8 len 5185
cls 9 len 2407
cls 10 len 4436
cls 11 len 3530
cls 12 len 1329
cls 13 len 4864
cls 14 len 415
cls 15 len 398
cls 16 len 183
cls 17 len 551
cls 18 len 2272
[epoch 80], [iter 1 / 176], [train main loss 0.634187], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 2 / 176], [train main loss -1.360623], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 3 / 176], [train main loss -1.462801], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 4 / 176], [train main loss -1.565097], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 5 / 176], [train main loss -1.880541], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 6 / 176], [train main loss -1.578342], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 7 / 176], [train main loss -1.638005], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 8 / 176], [train main loss -1.922482], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 9 / 176], [train main loss -1.807157], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 10 / 176], [train main loss -1.684974], [lr 0.005429] [batchtime 0]
[epoch 80], [iter 11 / 176], [train main loss -1.844553], [lr 0.005429] [batchtime 0.379]
[epoch 80], [iter 12 / 176], [train main loss -1.836014], [lr 0.005429] [batchtime 0.39]
[epoch 80], [iter 13 / 176], [train main loss -1.767914], [lr 0.005429] [batchtime 0.402]
[epoch 80], [iter 14 / 176], [train main loss -1.923487], [lr 0.005429] [batchtime 0.399]
[epoch 80], [iter 15 / 176], [train main loss -1.832374], [lr 0.005429] [batchtime 0.398]
[epoch 80], [iter 16 / 176], [train main loss -1.684705], [lr 0.005429] [batchtime 0.397]
[epoch 80], [iter 17 / 176], [train main loss -1.802413], [lr 0.005429] [batchtime 0.397]
[epoch 80], [iter 18 / 176], [train main loss -1.760945], [lr 0.005429] [batchtime 0.396]
[epoch 80], [iter 19 / 176], [train main loss -1.582251], [lr 0.005429] [batchtime 0.395]
[epoch 80], [iter 20 / 176], [train main loss -1.619007], [lr 0.005429] [batchtime 0.396]
[epoch 80], [iter 21 / 176], [train main loss -1.518250], [lr 0.005429] [batchtime 0.395]
[epoch 80], [iter 22 / 176], [train main loss -1.527526], [lr 0.005429] [batchtime 0.395]
[epoch 80], [iter 23 / 176], [train main loss -1.447508], [lr 0.005429] [batchtime 0.395]
[epoch 80], [iter 24 / 176], [train main loss -1.369142], [lr 0.005429] [batchtime 0.396]
[epoch 80], [iter 25 / 176], [train main loss -1.356781], [lr 0.005429] [batchtime 0.4]
[epoch 80], [iter 26 / 176], [train main loss -1.365973], [lr 0.005429] [batchtime 0.413]
[epoch 80], [iter 27 / 176], [train main loss -1.349981], [lr 0.005429] [batchtime 0.411]
[epoch 80], [iter 28 / 176], [train main loss -1.398780], [lr 0.005429] [batchtime 0.41]
[epoch 80], [iter 29 / 176], [train main loss -1.366022], [lr 0.005429] [batchtime 0.409]
[epoch 80], [iter 30 / 176], [train main loss -1.328842], [lr 0.005429] [batchtime 0.409]
[epoch 80], [iter 31 / 176], [train main loss -1.318543], [lr 0.005429] [batchtime 0.408]
[epoch 80], [iter 32 / 176], [train main loss -1.396885], [lr 0.005429] [batchtime 0.408]
[epoch 80], [iter 33 / 176], [train main loss -1.363646], [lr 0.005429] [batchtime 0.407]
[epoch 80], [iter 34 / 176], [train main loss -1.366945], [lr 0.005429] [batchtime 0.407]
[epoch 80], [iter 35 / 176], [train main loss -1.436818], [lr 0.005429] [batchtime 0.406]
[epoch 80], [iter 36 / 176], [train main loss -1.423509], [lr 0.005429] [batchtime 0.406]
[epoch 80], [iter 37 / 176], [train main loss -1.416369], [lr 0.005429] [batchtime 0.406]
[epoch 80], [iter 38 / 176], [train main loss -1.394178], [lr 0.005429] [batchtime 0.405]
[epoch 80], [iter 39 / 176], [train main loss -1.428533], [lr 0.005429] [batchtime 0.405]
[epoch 80], [iter 40 / 176], [train main loss -1.410146], [lr 0.005429] [batchtime 0.405]
[epoch 80], [iter 41 / 176], [train main loss -1.416078], [lr 0.005429] [batchtime 0.405]
[epoch 80], [iter 42 / 176], [train main loss -1.430215], [lr 0.005429] [batchtime 0.404]
[epoch 80], [iter 43 / 176], [train main loss -1.414919], [lr 0.005429] [batchtime 0.404]
